CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
25761;2568;9798;7236;8611;9996;3897;21400;2933;3325;8253;8425;8425;1633;-392;2996;9271;4883;4530;5654;4975;3134;4784;1
54805;-3663;16906;11502;20016;11432;15991;142850;5989;10311;10097;8260;8260;4444;-4322;7933;19244;7612;6865;11169;7883;9505;7077;1
63769;11234;17915;12464;21892;12251;18506;224680;9182;16437;13658;19159;19159;4511;-7255;8544;22101;11232;11341;14755;10377;12665;6605;1
43386;8722;15739;12033;22248;8502;14372;72683.33333;7001;8525;11724;10219;10219;2549;-1524;6205;9541;5392;7299;7639;5507;8325;5307;0
25897;4180;10486;7286;5806;8486;4750;69666.66667;5169;2092;4521;3938;3938;2283;3077;4993;9671;5427;3592;3969;3335;3432;4675;1
83052;24448;17721;14149;19226;22934;31729;174628.5714;9038;15184;18349;17583;17583;5227;-6146;16601;31898;15327;13677;15930;14688;12590;12094;1
38598;6601;16088;11927;13352;11598;14303;73344.44444;4727;6053;9214;8661;8661;3262;-1326;6799;12012;6435;6277;6684;5510;6374;5831;1
50791;-1090;21279;16311;22317;20205;19654;76330.76923;7257;8853;15923;11255;11255;5029;-1596;5455;14793;8226;6489;8169;5294;9068;5509;1
93232;26784;24609;19810;39263;17707;24383;191314.2857;14872;17841;22178;26283;26283;6021;-2969;17575;19428;16966;18152;17315;15756;12586;10501;0
79092;-3782;29605;21216;20165;18654;22336;220440;14075;7369;14910;16054;16054;6932;6706;14896;30750;13281;11666;19295;10189;10671;13491;1
79429;6453;27593;18693;26500;12621;31357;46092.85714;12844;14893;19302;14200;14200;4182;-2049;13593;26410;12926;9109;15655;12136;12416;9659;1
34526;7882;8942;6134;14098;7071;8164;87577.77778;3468;6498;5366;8311;8311;1841;-3030;3881;9982;6565;5977;7693;4984;6624;5110;0
77081;10972;24099;16730;22605;21691;28261;156742.8571;8318;10572;14221;25938;25938;7293;-2254;9789;30431;14256;13655;19206;10435;13143;13006;1
70546;-4349;16541;13236;32136;11377;17853;81678.57143;13667;13293;17348;10615;10615;4391;374;10464;14526;13420;8525;11396;12147;11048;9902;0
84071;19728;19704;14553;31346;30144;30241;151753.8462;10812;12414;21939;28663;28663;4568;-1602;9496;29094;14135;8953;20223;10685;15962;14233;1
99671;-331;41024;27483;25174;20743;38305;147636.3636;10418;20664;18912;24706;24706;9549;-10246;18321;35478;20698;10239;16628;18224;18925;16485;1
13143;3109;5608;3736;5838;3306;3548;44414.28571;1798;2699;2831;3667;3667;1141;-901;1768;3411;2126;2615;2325;2182;2097;1580;0
87775;11127;27207;19234;33251;23657;34378;111270;12998;8066;23531;24065;24065;6362;4932;9348;30616;14560;10409;15072;10536;10166;12636;1
26501;-2469;7237;5252;8808;5025;6508;55681.81818;5195;5976;4400;5625;5625;2231;-781;3981;8743;4969;3011;5425;4447;4732;3203;1
21069;5069;4276;3086;6765;4230;5793;50690;4162;2493;4733;4609;4609;2095;1669;3467;6451;4386;3965;3989;2690;2704;2901;1
58689;11817;19374;14866;20157;16584;21476;90900;8499;4644;9388;11596;11596;4217;3855;6063;23120;9349;6171;10434;7869;6050;9275;1
27774;2542;11381;8306;12769;5473;7851;23109.09091;2909;5292;7443;8912;8912;1428;-2383;3720;7356;3929;4085;4503;3041;5252;3001;0
50324;3367;14237;9683;21557;17149;17885;56116.66667;8171;10581;8086;11336;11336;3596;-2410;7006;13049;8712;9741;12238;8468;7838;5725;0
97588;-1276;41074;27788;43782;16627;30285;269583.3333;15295;18203;20827;29985;29985;7608;-2908;13887;20838;19081;14755;22922;14124;19396;15317;1
78457;23309;34200;25809;26193;28833;21292;332985.7143;10570;10780;19521;20220;20220;7404;-210;10859;27706;13699;14116;15410;9675;11732;10627;1
69178;4037;18658;14271;31182;23241;23159;44855.55556;12432;8796;18293;13456;13456;5847;3636;10490;17968;9538;9057;16987;13207;8051;12462;0
99881;-7769;42516;30421;39933;22870;25678;111769.2308;11727;22605;22500;24090;24090;8771;-10878;15207;25062;19679;18683;18675;19000;16580;12975;1
70008;15977;30400;23632;22300;13673;21852;228242.8571;8800;9248;21042;16793;16793;5542;-448;7913;25391;14404;12521;15538;12615;7445;10812;1
88772;7469;39829;27993;33752;15466;32004;82988.88889;17210;12334;22268;15594;15594;8414;4876;14863;22134;18023;15465;22113;9922;17704;15292;0
52193;5943;15691;12307;24410;15597;12438;59430;10193;5222;10756;12834;12834;3444;4971;7387;13135;7261;9789;11064;7986;6693;9457;0
29545;6581;11224;7469;10591;6066;8763;73122.22222;5727;4397;5700;4797;4797;2337;1330;5286;8955;4713;3032;6699;4874;4103;4580;1
30431;-2140;11384;8763;11581;8806;6442;68330.76923;3699;5291;5783;4772;4772;1856;-1592;4801;9851;4198;4922;6223;3156;5853;3718;1
92907;414;32287;22093;42141;21046;34748;6900;14340;9238;22014;30126;30126;8516;5102;12795;24759;13212;10351;21148;14694;11853;17309;0
75335;17988;25114;18870;29180;13541;18725;128485.7143;10638;11258;12918;23825;23825;4951;-620;9488;23690;12977;14097;13026;10840;9083;8665;0
8083;1467;1948;1395;2997;2635;2924;16300;905;1604;1834;2227;2227;699;-699;962;2764;1360;950;1363;1131;1510;1037;1
53003;5094;13369;9825;17572;15274;19576;72771.42857;7299;6617;14224;12260;12260;2708;682;10541;17809;7081;8796;11392;9157;8016;10556;1
51860;-4432;15227;11533;17842;19805;8205;73775;9183;10633;8279;15495;15495;5112;-1450;8684;15899;9435;8867;8962;9991;6915;6273;1
81052;-3182;26671;20758;31328;20655;29924;119186.6667;15063;12517;23282;26786;26786;7617;2546;9577;23432;16715;12110;17173;14128;8895;10506;0
24768;-917;10364;7474;8727;5312;7166;68062.5;4569;2167;6117;6071;6071;2031;2402;3701;8536;3804;3103;5728;4388;2609;4830;1
30363;-2175;12950;9750;13448;8228;9304;57566.66667;5172;6660;6677;6612;6612;1606;-1488;3825;6949;6141;5543;5550;5911;3981;3232;1
98132;-3656;39738;29084;32775;35011;34017;191041.6667;11656;11590;25856;26162;26162;5523;66;14327;38643;12387;11849;17213;11992;12370;12772;1
84720;10775;33278;22928;37183;22668;15053;153928.5714;10710;16653;14136;22516;22516;6112;-5943;12602;20475;14460;11528;19634;14103;16624;14074;0
96838;1662;20567;16289;35927;23179;27745;20775;19341;5444;27418;26382;26382;4888;13897;13255;34016;13640;10979;20120;12858;10515;17929;1
62990;-4856;13583;9456;27450;19062;24652;279280;8367;11827;12492;20292;20292;6048;-3460;7571;16241;11728;8775;14734;12151;9188;9512;1
89701;1712;23884;18564;36100;13934;18841;13169.23077;14411;18540;19603;24207;24207;8411;-4129;11091;29182;13328;9880;16023;16035;16538;14033;0
9532;-631;2777;2076;4028;3167;3030;27933.33333;1824;1638;1712;1528;1528;722;186;1030;3161;1313;1800;1895;1230;1660;1252;0
82561;-2602;30283;21150;23399;21992;23030;102573.3333;16008;17021;20960;21345;21345;7470;-1013;15446;31883;11833;11612;13160;11785;15100;9864;1
9515;1968;2171;1555;3740;1996;3704;19680;1544;1902;1791;1562;1562;604;-358;1218;2573;1984;1763;1751;1474;1856;1428;0
67902;-4613;30250;22692;31746;21717;26249;223742.8571;11032;17162;20973;16314;16314;4875;-6130;6996;17649;11511;12499;14530;11733;13447;8018;1
80179;473;31693;24956;32823;19968;16460;3638.461538;12764;13983;12495;19599;19599;6999;-1219;13358;19085;14913;15900;17918;11422;13115;10554;0
30807;797;9918;7190;12259;4783;8460;5313.333333;4893;3172;9861;6813;6813;2158;1721;4213;8364;5971;5525;6239;5833;3278;5939;0
14618;-259;3448;2697;6791;5633;5267;36457.14286;1907;2819;2747;2327;2327;1151;-912;1873;3975;1979;1780;2946;1866;2592;1639;1
32134;6902;8416;6292;10725;8639;9792;69020;4670;3188;5433;9844;9844;3174;1482;5111;10943;5355;4579;6246;4318;3290;4420;1
57217;4766;13727;9406;20302;13323;16970;34042.85714;7831;7943;9365;10373;10373;5500;-112;7256;21941;7718;5899;8889;8434;10197;10688;1
22607;5568;4730;3814;6659;8856;3873;79542.85714;3694;2866;4650;5586;5586;1882;828;3085;8660;4203;2425;4575;3803;2647;3584;1
83074;4860;36880;24955;42912;13928;25136;81000;8448;19247;26839;12501;12501;7471;-10799;10357;18014;11791;10117;16178;15769;13871;10393;0
93915;25287;31811;23102;43594;16607;15561;252870;17248;6817;27359;22720;22720;6089;10431;17400;20079;12842;17751;18099;9570;10056;12809;0
17332;3475;7717;5909;5761;4676;4175;26730.76923;1945;1091;3490;4017;4017;878;854;1737;6516;3318;3129;2713;1798;1858;2565;1
68697;14377;17494;12685;30385;23462;15437;287540;9971;12554;14278;18004;18004;3664;-2583;8556;15589;14167;8274;11976;13319;11355;12120;0
35787;7960;15886;12397;17663;9473;6999;72363.63636;4431;4061;11548;10992;10992;2417;370;3725;8229;6170;5816;5819;4791;4448;5178;0
67997;-119;24252;18708;23796;21189;26252;147237.5;8513;10791;21711;17678;17678;4572;-2278;12627;23083;8491;10423;12133;9688;10107;9004;1
83834;-4861;20465;16479;28389;15724;15265;84580;14424;13786;15374;28577;28577;6766;638;14373;23480;17592;12958;12964;15477;10265;11956;1
87916;8454;27171;20641;28551;34782;33207;105675;13303;10991;17729;17415;17415;6288;2312;13914;31454;13997;11124;20664;11005;13691;13705;1
10433;2172;3769;2634;3299;2215;3756;36200;1913;1328;2248;1748;1748;575;585;1274;4157;1703;1261;2096;1814;1252;1738;1
43405;3172;10274;7057;16032;10860;8623;52866.66667;7414;5720;10996;15178;15178;4211;1694;6923;14263;6187;8051;9386;8302;5126;7708;1
55211;1889;19050;14939;15753;15022;16232;12593.33333;6360;6232;11646;14396;14396;3490;128;8057;20232;11169;9210;11134;5892;6951;6611;1
53583;585;13682;9855;28033;9230;17984;5850;8416;2687;16275;15815;15815;4527;5729;6789;10896;7865;5477;9598;6066;7068;10447;0
61481;11891;19547;14287;28878;16543;14607;198183.3333;9325;4636;11107;16676;16676;5692;4689;8989;13127;10487;10676;10484;7171;7825;10360;0
24660;883;5697;4423;9908;6268;4867;7358.333333;4294;2535;8116;7548;7548;1619;1759;3562;7101;4089;3642;5886;4208;2844;4517;0
65350;9334;14526;10210;23290;21577;24518;133342.8571;7301;11735;18728;10371;10371;5229;-4434;10610;20596;10854;9463;13445;6966;11837;7068;1
84036;19506;24982;16648;36266;17284;30546;139328.5714;9374;9705;26210;27281;27281;8243;-331;9608;23820;14342;15433;15167;9870;10956;11121;0
97535;14399;36728;25200;48083;19746;37699;119991.6667;10782;21460;16947;32790;32790;5800;-10678;13387;21838;14227;12151;22199;19236;15127;12903;0
32491;-2994;8833;6596;16046;12553;10203;72900;5087;7865;6139;6019;6019;2524;-2778;3412;6913;6120;5263;7871;4865;6253;3253;1
94117;26320;41362;28017;33905;36019;36176;202461.5385;14658;12405;25209;16330;16330;6112;2253;11288;32891;16033;17787;17063;10934;14595;13124;1
75822;-302;22872;17060;33960;15265;20966;74346.15385;11077;5960;18376;23510;23510;4847;5117;11219;19608;11035;14887;18870;9408;10951;14399;0
62614;4074;17899;12252;26132;12377;23910;45266.66667;9633;10997;15012;12857;12857;3819;-1364;11499;13335;11648;6405;14866;7509;11494;8006;0
52085;689;23175;17905;19169;11946;9388;4593.333333;9220;5308;16192;7932;7932;3178;3912;10016;12149;10751;5823;8321;7138;5558;7388;1
58862;11257;22868;17050;20293;20975;17641;102336.3636;6600;9727;10253;18068;18068;3269;-3127;8999;20493;9077;8625;11419;10317;6996;7586;1
51258;-1861;21018;14350;20124;19394;19144;84915.38462;9084;7287;16615;14184;14184;3240;1797;6552;16009;8573;7656;8398;7804;5542;6059;0
49424;12720;14986;11980;23328;9126;19230;212000;7156;1748;13048;14572;14572;3283;5408;5156;13049;7891;6861;9154;5931;5190;9373;0
91424;1135;19918;13837;31255;22350;15150;18916.66667;13710;9713;20336;29363;29363;5048;3997;17184;28226;14759;16025;15328;9478;11259;11024;1
7361;-150;1843;1409;4038;2309;1594;15177.77778;874;1271;2256;1929;1929;651;-397;886;1478;959;1318;1628;1392;881;1002;1
42010;11832;13344;9314;14501;10386;14561;147900;4900;6881;12502;12668;12668;2769;-1981;7151;14208;6150;7617;8508;6960;6736;6815;1
69739;4083;25895;18967;34197;24197;15574;58328.57143;10187;2962;17861;14057;14057;6218;7225;9880;14471;11191;10168;17175;7898;7688;12624;0
13834;3144;6123;4570;4926;3728;2289;62880;1395;1633;2660;3800;3800;913;-238;1498;5160;2250;1936;3178;2595;1701;2663;1
82447;-4410;28773;19570;20295;23119;12385;290200;10417;6880;22066;27869;27869;4969;3537;16359;29456;16337;8276;16066;9878;9547;12545;1
53103;10377;14911;10641;18310;14137;18116;103770;7497;11300;8574;8700;8700;3885;-3803;9508;14858;10427;7727;10052;9122;9288;7110;1
40999;3857;9876;7168;16382;6695;7978;38570;7036;4512;9719;6967;6967;2095;2524;7414;9387;7816;6439;6589;6804;5561;7853;0
93786;16034;29379;22456;27044;26788;37025;320680;17006;8833;25868;16428;16428;9090;8173;15226;33217;18299;17324;21039;11196;10631;12994;1
13404;1603;5481;4055;4854;2975;3666;20037.5;2595;2330;3500;2963;2963;882;265;2670;3163;2717;2363;2338;1857;2477;2004;1
67412;12230;29105;22362;34912;17961;20785;81533.33333;7256;7630;14917;12772;12772;4175;-374;8790;13893;9817;11568;15157;7775;9469;9614;0
91537;-6926;32367;24936;32692;14648;15893;189835.7143;10166;8179;16332;15257;15257;5831;1987;10799;30188;17858;14778;18619;9605;10626;12052;1
58046;8576;21075;15030;17240;21111;18143;77963.63636;8442;14248;18673;18310;18310;4281;-5806;9048;22471;9287;10140;13717;11513;10414;7679;1
48449;6919;10448;7357;16332;8212;8887;115316.6667;6932;6527;11528;11302;11302;3800;405;9668;13696;8753;5109;8241;6716;7720;7909;1
65409;-4053;20990;15705;16677;23074;14163;154142.8571;11997;6692;12787;15478;15478;5530;5305;11345;23817;13570;11919;13107;9122;8106;10536;1
84754;21478;35059;24216;42617;22491;20632;178983.3333;15612;13660;16888;28503;28503;5732;1952;8701;23038;10398;14741;16792;14118;10114;10572;0
39980;-2269;14849;11616;17443;9928;11927;123455.5556;7869;8339;8311;11559;11559;2066;-470;5999;9338;7200;7638;9127;6804;6162;4627;1
67966;16543;21922;15769;32104;24624;16602;183811.1111;10026;8569;14434;11655;11655;4394;1457;10255;13661;11946;13118;14798;8667;7586;7684;0
27081;-2428;8566;6517;11003;6183;8941;103071.4286;4782;2207;4690;5756;5756;1506;2575;3663;7241;5174;3002;5429;3912;2918;4623;0
90186;-3214;35318;24692;45581;17600;33407;163087.5;10087;14227;21961;14533;14533;7853;-4140;10948;19963;13694;17304;18488;13274;17694;16741;1
39062;-1881;13690;9744;16113;7179;15020;100900;4294;5355;7743;12121;12121;2538;-1061;6229;11916;4804;7143;5951;5799;7051;7495;1
97504;11159;21377;15302;38399;34309;30331;159414.2857;16084;20796;18344;31645;31645;7916;-4712;14841;28025;16239;17678;21492;16932;16705;12841;0
82024;-6291;28791;22509;37925;15018;32414;165545.4545;14564;13076;20154;25106;25106;6949;1488;9889;19770;14440;14072;17207;9229;13092;9245;0
99883;-1704;41480;32820;47289;35358;17398;158066.6667;16428;12482;29536;34393;34393;5360;3946;14644;24153;13797;18766;23886;14713;14568;16799;0
45035;12762;13340;9699;20020;16910;10461;182314.2857;5304;6976;7180;6965;6965;3162;-1672;6239;10555;8221;8203;10155;5034;6951;5009;0
7232;1922;3149;2359;3544;1599;2732;27457.14286;875;1377;1301;1153;1153;519;-502;1035;1766;887;1167;1441;1062;1279;964;0
96773;4068;24026;16802;36830;15375;31039;50850;12399;15600;21508;29450;29450;7349;-3201;15899;28410;15634;17856;20236;18416;14696;17512;0
74417;-1730;30405;21508;28320;20730;12331;92533.33333;11097;8464;21101;23163;23163;7236;2633;11325;24532;10240;12134;17896;9026;8401;8963;0
19087;871;4252;2991;4845;5925;4064;9677.777778;3449;4721;3453;3240;3240;1582;-1272;3290;7352;3600;2118;3129;3328;3761;2368;1
63201;14441;23641;18880;29468;13996;19676;103150;9064;4612;11466;21945;21945;3264;4452;11156;14961;7616;8888;15048;8332;7775;11495;0
9296;2634;2250;1658;2521;3112;2886;37628.57143;1209;1228;1973;1959;1959;679;-19;1818;3357;1600;1143;1659;1220;1675;1667;1
20294;1620;6717;4867;7849;4923;3987;23142.85714;3841;2965;3580;5903;5903;1545;876;3987;4611;3847;2234;3918;3239;2254;2528;0
57184;13317;13446;9586;20628;17309;13556;110975;5930;9807;11883;14372;14372;3457;-3877;8283;19290;8983;9134;12428;10510;7160;7863;1
64671;2312;17416;12672;20871;15691;23736;46240;7030;1959;11161;21548;21548;4285;5071;9387;21274;13139;10853;9915;6906;7115;12062;1
31674;6335;8898;6063;12273;5887;10306;42233.33333;4092;7094;5472;8785;8785;1807;-3002;3615;10703;5083;3942;7438;4515;5791;3212;0
40143;7639;8370;5915;15051;8269;8044;109128.5714;4503;8056;10859;7435;7435;3070;-3553;4265;14769;6058;6727;6242;5624;7804;5372;1
87428;-5515;24578;18063;44624;15043;24355;114940;11041;17654;13991;20104;20104;8147;-6613;10590;20003;12211;11097;20711;12274;17277;11897;1
97259;-3456;19850;13543;36258;21645;21810;558140;10051;15597;15032;23557;23557;4893;-5546;16759;27297;16945;12396;15588;15080;11601;11084;1
63551;6529;20494;14490;30923;22887;22782;65290;11992;11116;18753;21592;21592;5331;876;7807;15533;9288;10702;15707;11891;10196;10971;0
12912;1839;2969;2287;5285;3248;3910;15325;1430;1319;2104;2885;2885;1089;111;1465;4212;1950;1652;2049;1847;1869;2397;0
44276;12495;19278;13304;20695;16638;14127;249900;7357;6464;13907;11549;11549;2595;893;7208;9709;6664;5829;7431;5010;6614;5160;0
26694;5478;9073;6842;9254;4920;4279;78257.14286;2950;3396;5728;7671;7671;1613;-446;4056;9617;3767;4356;6275;4015;4435;5054;1
49288;12623;22117;17615;25634;19050;18822;252460;6624;7420;14498;15416;15416;4653;-796;6691;9925;7038;5814;10663;8408;8868;9856;0
48259;8051;11086;8851;14007;13407;13247;89455.55556;8072;11262;11630;9716;9716;4805;-3190;8546;18224;7482;8926;11215;9005;7598;5341;1
82558;-6061;36010;25998;33432;22818;21793;116207.1429;14765;8429;15459;22406;22406;7755;6336;10587;22490;16049;12591;12714;12409;11794;15774;0
43140;4042;17174;12575;21308;12612;15634;40420;5182;5061;12247;12375;12375;3488;121;5622;9502;6708;7415;8792;5031;7750;7720;0
41085;12;15247;10167;10863;7291;13629;100;5606;7192;8530;6613;6613;2207;-1586;6670;15662;7890;4703;7363;7319;6445;6572;1
46398;5659;9305;7236;16655;16232;17818;51445.45455;7555;9991;7616;7088;7088;2771;-2436;7036;15490;7217;7190;10549;7716;7023;4748;1
16386;2101;6629;4990;6307;3815;4705;14006.66667;1853;2901;4557;5221;5221;1127;-1048;3202;4154;2723;1669;3280;2741;2350;2190;0
37601;-2676;10475;7548;12170;13968;9621;93845.45455;6074;8022;9147;6131;6131;1939;-1948;3762;14291;7378;4204;8574;5823;7215;5016;1
69512;6562;26540;19917;28321;20997;27208;65620;12636;7236;14432;21876;21876;4832;5400;9215;19494;12482;11923;12357;8349;7978;9091;0
21664;2950;4942;3324;7043;7069;8092;22692.30769;4199;4366;6096;6748;6748;1438;-167;2242;8388;3991;3726;4263;2978;4289;2901;1
63213;15057;26171;19874;28512;12511;24605;100380;9629;12376;18740;18819;18819;4948;-2747;11621;13860;9220;11900;10442;9949;9465;7038;0
24178;529;8186;5996;8833;7108;9017;3778.571429;2556;2498;7163;6290;6290;1411;58;3948;7753;3644;4375;3898;2719;3228;3449;1
8427;1902;3760;2549;2753;2526;2268;15850;908;1703;2549;2882;2882;450;-795;949;3204;1521;908;1644;1567;1352;1216;1
34911;8116;15123;10336;14327;8018;13029;115942.8571;6228;4266;9207;6890;6890;2373;1962;4096;11705;4783;4566;5492;4938;4755;5427;0
97409;6168;37569;25093;45230;24002;17672;41120;16032;12311;24668;19470;19470;6723;3721;13198;26610;12371;10149;17240;15490;11399;14578;0
97482;-3265;26146;17930;48831;18052;34959;113792.3077;11545;10986;25476;24106;24106;8172;559;11234;21017;16400;12726;20086;18859;10147;18020;0
87604;25834;22672;16150;36388;15241;14523;430566.6667;16708;13550;20655;30514;30514;5263;3158;14982;24638;11596;10024;21026;12106;14062;12618;0
76396;7555;20464;14348;19762;21459;21493;151100;9982;12850;15150;26555;26555;4568;-2868;12537;29429;14668;11544;15712;13033;9328;9511;1
16117;496;4063;2922;6056;4425;3363;6200;2076;2619;3529;3942;3942;1362;-543;2433;5104;2524;2082;2465;1829;2410;1620;1
42761;5702;13766;10212;13056;11005;9719;81457.14286;5642;4720;7736;11043;11043;3612;922;5338;17050;7317;8396;7170;5685;6422;7387;1
23033;4978;8084;6225;8890;5843;3990;71114.28571;2846;4419;7265;6131;6131;2192;-1573;2488;8126;3529;3839;4151;4471;3419;3471;0
20624;1240;7085;5098;10138;6672;3989;17714.28571;3436;1516;3949;6464;6464;1361;1920;3026;4741;2719;2799;4586;2208;3042;3734;0
60008;16387;16196;11944;21070;14759;18297;204837.5;9048;10988;16954;15916;15916;5610;-1940;8519;20896;9523;11642;11597;10129;8594;7735;1
90491;12196;33445;26257;38260;15343;35902;101633.3333;16392;7313;20519;19745;19745;6661;9079;15061;19780;17390;15862;19421;15914;9354;17955;0
24204;2543;9290;6262;8400;4529;7332;28255.55556;3985;4008;7385;7431;7431;1878;-23;3124;7941;4739;4132;5473;4552;2519;3063;1
34693;-3271;15031;11228;11527;5251;9678;32876.92308;3481;8704;8961;11027;11027;1923;-5223;4650;13056;5460;4215;6612;6672;6211;4179;1
62336;-2346;15903;10667;15828;19742;22103;159418.1818;9567;7358;19992;11675;11675;5655;2209;11854;24456;10198;8660;12763;8665;7553;8860;1
9341;1355;2006;1400;3055;2734;1810;15055.55556;1765;1387;1545;2473;2473;601;378;1282;3141;1863;951;1752;1645;1438;1696;1
96029;11065;38406;27888;33178;34152;24573;100590.9091;14710;21737;19334;31389;31389;6570;-7027;11039;33191;18621;14447;22495;18059;16797;13119;1
57946;5057;13839;9380;22576;8723;11006;36121.42857;6356;11405;17759;10885;10885;3789;-5049;7548;18701;9121;5865;14375;9792;11397;9784;0
40659;4169;8759;6808;18048;15908;13495;59557.14286;6146;8277;6636;6855;6855;2433;-2131;5180;10890;6541;6067;8409;6589;7315;5627;0
87593;11855;22701;15487;40499;31720;29264;84678.57143;10983;11535;27304;21343;21343;8573;-552;11327;17771;17996;12816;20513;14108;10649;13222;0
17558;2762;4606;3112;7611;3492;4936;46033.33333;2967;3550;2780;2893;2893;927;-583;2055;5290;2602;3505;3616;2592;3283;2325;0
43890;11090;16618;11196;14101;11206;7340;73933.33333;7913;8651;12504;11789;11789;2200;-738;8724;11946;9119;7672;8040;8208;8260;7817;1
20298;2550;4564;3605;9553;3294;5549;19615.38462;3913;2867;5535;4233;4233;1216;1046;2757;4807;3181;2355;3117;2085;3341;2559;0
14035;3453;3813;2553;6645;3668;2559;34530;1877;2672;4513;2364;2364;1383;-795;2152;3251;1987;2507;3424;2429;2585;2342;0
83284;6658;16719;12717;33721;30560;24033;95114.28571;14065;8788;25768;19667;19667;8133;5277;14230;23832;11501;11518;17707;12115;8912;12239;0
88901;-3774;20116;15707;26244;26603;19054;168709.0909;12500;21381;13653;28423;28423;5890;-8881;16476;35338;10843;17557;16143;17215;13127;8961;1
76591;-7281;31006;20817;18583;27326;26347;156280;8287;9934;18061;14877;14877;4433;-1647;12031;30456;15521;12781;18338;15259;9619;14944;1
88801;8671;38887;26559;34221;15263;25900;86710;17224;12086;28974;22897;22897;7530;5138;9522;33098;11960;14368;20189;13333;13129;14376;0
79827;-2897;35040;27842;37465;16958;29000;177920;8638;8161;17151;14238;14238;6276;477;9561;20295;12506;8180;12030;13114;9378;14331;0
75163;16668;33478;23270;32295;26305;15479;333360;7628;18847;18649;25672;25672;4966;-11219;9465;17994;15409;13422;17666;13644;13552;8349;0
30991;1101;13118;9652;13222;4935;6789;22020;5125;3646;5970;9436;9436;2378;1479;4772;6561;6436;5985;6426;5015;4007;5376;0
94506;3419;36606;29409;36310;34633;14585;68380;12177;14571;17427;31071;31071;7292;-2394;16278;27239;14679;18153;21075;14776;17352;17557;0
6052;854;2590;1729;2325;2409;1029;9488.888889;758;1255;1676;1527;1527;498;-497;930;1753;1044;788;1097;1113;824;682;0
84413;-2378;24465;17611;30544;23778;15022;255800;8696;14653;15070;19402;19402;4478;-5957;11307;28807;13755;9219;18975;12410;14234;11991;1
86947;25813;21497;15706;40129;22377;23633;198561.5385;14347;17003;20987;23061;23061;8177;-2656;15657;19394;11767;8853;14735;13277;15974;12248;0
36784;-798;8542;6449;10755;8095;7048;43510;4599;6398;7553;7091;7091;2656;-1799;7228;14162;4639;5751;6549;7224;3903;4729;1
28964;6932;11623;7823;9472;8281;7528;53323.07692;3667;5844;7200;7206;7206;2503;-2177;5438;8925;5129;4264;4468;5455;4070;3681;1
19780;5022;4021;2810;6347;5404;4016;50220;2023;2822;3760;5352;5352;1798;-799;2854;6983;3596;2246;3384;3010;2504;2692;1
24894;7329;6783;5160;9647;6924;4984;61075;3346;1652;6786;4068;4068;2489;1694;4142;8007;3098;3650;4624;3198;2666;4212;0
79871;-4859;22593;16116;31168;27856;20850;115666.6667;8667;9606;18530;23497;23497;6333;-939;11013;22775;14915;8032;18824;11670;13191;15255;1
63177;15686;21863;14886;31799;24140;20067;313720;9856;9995;12133;15547;15547;3329;-139;7415;13304;10659;7671;9680;9773;7645;7423;0
54885;-292;15994;10863;19670;10419;15247;220766.6667;5800;9737;8735;11459;11459;3310;-3937;6386;20301;8528;9825;8293;9285;8671;8219;1
52855;9566;21794;15830;22568;17640;12431;159433.3333;10159;12053;10610;10563;10563;3658;-1894;7893;15770;6624;7125;12530;10432;9086;7465;0
24869;80;6122;4440;8123;9815;6987;1000;4928;5312;5464;6105;6105;1735;-384;3405;8392;4949;3194;6214;4576;3804;3068;1
89446;6061;33243;24254;35930;30139;18814;86585.71429;14594;9524;24252;13915;13915;4681;5070;9177;33565;10774;10143;16732;9112;13851;13439;0
84831;11222;18152;13774;31749;15672;16697;124688.8889;10276;6573;22546;29690;29690;8000;3703;11971;28724;12387;16647;13167;12177;10415;16019;1
27617;2868;8879;6328;11294;8867;5042;22061.53846;3042;3701;5339;9250;9250;2360;-659;5149;7168;4006;4800;5511;3271;5387;4957;0
7655;1885;1687;1247;3005;2355;2910;20944.44444;1192;804;1513;1498;1498;666;388;1281;2293;1076;801;1216;1106;1013;1315;0
8948;2550;2378;1727;2757;2233;2401;31875;1732;460;2652;2964;2964;555;1272;1285;3223;1683;1410;1576;918;1266;1724;1
94455;-430;40408;26918;26721;30014;17660;146900;9660;10982;29452;29765;29765;7293;-1322;17186;34085;16463;16081;20829;13085;13780;15883;1
10985;1769;2723;1971;5012;4223;1892;35380;1537;839;3301;2240;2240;884;698;1753;2777;1443;2183;2546;1396;1566;2123;0
15771;1884;3951;2840;5073;4841;4197;17127.27273;2980;1732;2665;2708;2708;1099;1248;3121;5483;2094;2404;3839;2022;2855;3145;1
16756;-1193;7489;5572;6653;3730;5941;59562.5;2406;2332;3489;5722;5722;1624;74;3233;3503;3367;2865;3537;2120;2745;2533;0
64193;1329;13689;9861;25536;21478;15427;9492.857143;11511;9924;20651;15506;15506;5440;1587;11630;14591;12436;7908;12757;8250;8490;6816;0
